Rank,Character,Base,Additional,Max,Air speed,Regular Fall,Fast Fall,% Increase,Gravity,Full Hop,Short Hop,Air Jump,SH Fast Fall,FH Fast Fall,Weight,Hard Land,Soft Land (Universal),Walk Speed,Initial Dash,Run Speed,Dash Frames,Pivot Dash Frames,Fast (Initial Dash),Normal (Buffer Window),Slow (Full Dash),Startup,Intangible Until,Total,Notes,Note,Total Frames With/Without Cancel,Intangible Start Frame,Intangible Last Frame,Grab Range,Attack Range,Attack Frames,Neutral Getup,Roll,Jump,Number,Move,Reflector Active,Hitbox,Damage Mult,Speed Mult,Break Threshold,Lifetime Mult,#1,Fastest Move(s),#2,2nd Fastest Move(s),#3,3rd Fastest Move(s),Grab,"Grab, Post-Shieldstun",Item Throw(Forward),Item Throw(Back),Jump+Z-Drop (Front),Jump+Z-Drop(Behind),Key
49,Pac-Man,,,,,,,,,,,,,,,,,1.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Villager,,,,,,,,,,,,,,,,,1.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Mii Swordfighter,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,King Dedede,,,,,,,,,,,,,,,,,1.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Popo,,,,,,,,,,,,,,,,,1.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Banjo & Kazooie,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Mii Gunner,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Captain Falcon,,,,,,,,,,,,,,,,,0.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Hero,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Kirby,,,,,,,,,,,,,,,,,0.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Byleth,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-58,Bayonetta,,,,,,,,,,,,,,,,,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-58,Olimar,,,,,,,,,,,,,,,,,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Robin,,,,,,,,,,,,,,,,,0.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-62,Bowser Jr.,,,,,,,,,,,,,,,,,0.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-62,Peach,,,,,,,,,,,,,,,,,0.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-62,Daisy,,,,,,,,,,,,,,,,,0.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-62,Pyra,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Dr. Mario,,,,,,,,,,,,,,,,,0.917301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Zelda,,,,,,,,,,,,,,,,,0.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Ike,,,,,,,,,,,,,,,,,0.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Ness,,,,,,,,,,,,,,,,,0.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,King K. Rool,,,,,,,,,,,,,,,,,0.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Bowser,,,,,,,,,,,,,,,,,0.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Sephiroth,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Lucas,,,,,,,,,,,,,,,,,0.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Wario,,,,,,,,,,,,,,,,,0.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Snake,,,,,,,,,,,,,,,,,0.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Terry,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Steve,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Ken,,,,,,,,,,,,,,,,,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Sora,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Ganondorf,,,,,,,,,,,,,,,,,0.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-76,Simon,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-76,Richter,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-76,Piranha Plant,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Ryu,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Jigglypuff,,,,,,,,,,,,,,,,,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Kazuya,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Incineroar,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--,Min Min,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sonic,,,,,,,,,,,,,,,,,,2.31,3.85,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Captain Falcon,,,,,,,,,,,,,,,,,,1.98,2.552,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Little Mac,,,,,,,,,,,,,,,,,,2.365,2.464,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sheik,,,,,,,,,,,,,,,,,,2.178,2.42,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mythra,,,,,,,,,,,,,,,,,,2.45,2.41,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fox,,,,,,,,,,,,,,,,,,2.09,2.402,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zero Suit Samus,,,,,,,,,,,,,,,,,,2.42,2.31,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Greninja,,,,,,,,,,,,,,,,,,2.178,2.288,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mewtwo,,,,,,,,,,,,,,,,,,2.255,2.255,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charizard,,,,,,,,,,,,,,,,,,2.288,2.2,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ridley,,,,,,,,,,,,,,,,,,1.8,2.2,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banjo & Kazooie,,,,,,,,,,,,,,,,,,1.68,2.18,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cloud,,,,,,,,,,,,,,,,,,2.145,2.167,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roy,,,,,,,,,,,,,,,,,,2.2,2.145,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chrom,,,,,,,,,,,,,,,,,,2.2,2.145,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meta Knight,,,,,,,,,,,,,,,,,,2.211,2.09,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Palutena,,,,,,,,,,,,,,,,,,2.035,2.077,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joker,,,,,,,,,,,,,,,,,,1.9,2.06,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yoshi,,,,,,,,,,,,,,,,,,1.98,2.046,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pikachu,,,,,,,,,,,,,,,,,,1.98,2.039,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diddy Kong,,,,,,,,,,,,,,,,,,2.09,2.006,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bowser,,,,,,,,,,,,,,,,,,2.255,1.971,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marth,,,,,,,,,,,,,,,,,,2.255,1.964,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucina,,,,,,,,,,,,,,,,,,2.255,1.964,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inkling,,,,,,,,,,,,,,,,,,2.118,1.925,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Brawler,,,,,,,,,,,,,,,,,,1.97,1.92,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toon Link,,,,,,,,,,,,,,,,,,1.914,1.906,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pichu,,,,,,,,,,,,,,,,,,1.98,1.892,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Donkey Kong,,,,,,,,,,,,,,,,,,2.09,1.873,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wii Fit Trainer,,,,,,,,,,,,,,,,,,2.024,1.866,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hero,,,,,,,,,,,,,,,,,,1.9,1.84,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pit,,,,,,,,,,,,,,,,,,2.09,1.828,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dark Pit,,,,,,,,,,,,,,,,,,2.09,1.828,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sephiroth,,,,,,,,,,,,,,,,,,1.92,1.86,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rosalina & Luma,,,,,,,,,,,,,,,,,,2.035,1.795,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Duck Hunt,,,,,,,,,,,,,,,,,,1.76,1.793,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mario,,,,,,,,,,,,,,,,,,1.936,1.76,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ken,,,,,,,,,,,,,,,,,,1.936,1.76,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bayonetta,,,,,,,,,,,,,,,,,,1.936,1.76,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Squirtle,,,,,,,,,,,,,,,,,,1.936,1.76,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Young Link,,,,,,,,,,,,,,,,,,2.09,1.749,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kirby,,,,,,,,,,,,,,,,,,1.9,1.727,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R.O.B.,,,,,,,,,,,,,,,,,,2.002,1.725,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terry,,,,,,,,,,,,,,,,,,1.65,1.72,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Piranha Plant,,,,,,,,,,,,,,,,,,1.82,1.72,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucario,,,,,,,,,,,,,,,,,,2.255,1.705,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ice Climbers (partner),,,,,,,,,,,,,,,,,,1.68,1.683,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mr. Game & Watch,,,,,,,,,,,,,,,,,,1.98,1.679,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shulk,,,,,,,,,,,,,,,,,,1.87,1.672,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pac-Man,,,,,,,,,,,,,,,,,,1.87,1.672,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samus,,,,,,,,,,,,,,,,,,1.87,1.654,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dark Samus,,,,,,,,,,,,,,,,,,1.87,1.654,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wario,,,,,,,,,,,,,,,,,,1.837,1.65,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucas,,,,,,,,,,,,,,,,,,1.815,1.65,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Luigi,,,,,,,,,,,,,,,,,,1.815,1.65,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Falco,,,,,,,,,,,,,,,,,,2.035,1.619,11.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar,,,,,,,,,,,,,,,,,,1.606,1.617,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ness,,,,,,,,,,,,,,,,,,1.826,1.609,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mega Man,,,,,,,,,,,,,,,,,,1.958,1.602,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryu,,,,,,,,,,,,,,,,,,1.76,1.6,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ivysaur,,,,,,,,,,,,,,,,,,1.903,1.595,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Corrin,,,,,,,,,,,,,,,,,,1.892,1.595,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Min,,,,,,,,,,,,,,,,,,1.9,1.55,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kazuya,,,,,,,,,,,,,,,,,,1.58,1.55,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Peach,,,,,,,,,,,,,,,,,,1.826,1.595,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daisy,,,,,,,,,,,,,,,,,,1.826,1.595,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snake,,,,,,,,,,,,,,,,,,1.76,1.595,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Swordfighter,,,,,,,,,,,,,,,,,,1.74,1.58,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bowser Jr.,,,,,,,,,,,,,,,,,,1.76,1.566,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wolf,,,,,,,,,,,,,,,,,,2.09,1.54,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Link,,,,,,,,,,,,,,,,,,1.98,1.534,12.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ice Climbers (leader),,,,,,,,,,,,,,,,,,1.68,1.53,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Simon,,,,,,,,,,,,,,,,,,1.73,1.52,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Richter,,,,,,,,,,,,,,,,,,1.73,1.52,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ike,,,,,,,,,,,,,,,,,,1.815,1.507,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,King Dedede,,,,,,,,,,,,,,,,,,1.815,1.496,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,King K. Rool,,,,,,,,,,,,,,,,,,1.936,1.485,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isabelle,,,,,,,,,,,,,,,,,,1.815,1.48,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steve,,,,,,,,,,,,,,,,,,1.45,1.45,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Byleth,,,,,,,,,,,,,,,,,,1.8,1.43,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zelda,,,,,,,,,,,,,,,,,,1.958,1.43,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dr. Mario,,,,,,,,,,,,,,,,,,1.5375712,1.397792,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Villager,,,,,,,,,,,,,,,,,,1.815,1.397,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pyra,,,,,,,,,,,,,,,,,,1.69,1.38,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Gunner,,,,,,,,,,,,,,,,,,1.613,1.37,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ganondorf,,,,,,,,,,,,,,,,,,1.87,1.34,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jigglypuff,,,,,,,,,,,,,,,,,,1.65,1.271,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robin,,,,,,,,,,,,,,,,,,1.815,1.265,16.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Incineroar,,,,,,,,,,,,,,,,,,1.716,1.18,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sora,,,,,,,,,,,,,,,,,,1.78,1.58,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Byleth,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,??,??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banjo & Kazooie,,,,,,,,,,,,,,,,,,,,,,Frames ??,??,??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bayonetta,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bowser,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bowser Jr.,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Captain Falcon,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chrom,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cloud,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Corrin,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daisy,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dark Pit,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dark Samus,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diddy Kong,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Donkey Kong,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dr. Mario,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Duck Hunt,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Falco,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fox,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ganondorf,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Greninja,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hero,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,**,**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ice Climbers,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ike,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Incineroar,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inkling,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isabelle,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jigglypuff,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joker,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ken,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,King Dedede,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,King K. Rool,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kirby,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Link,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Little Mac,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucario,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucas,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucina,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Luigi,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mario,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marth,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mega Man,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meta Knight,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mewtwo,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Brawler,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Gunner,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Swordfighter,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Min,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,??,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
